,title,tagline,overview,genres,popularity,description
2598,The Muse,In Goddess we trust.,"What happens when a screenwriter (Brooks) loses his edge, he turns to anyone he can for help... even if it's the mythical ""Zeus's Daughter"" (Stone). And he's willing to pay, albeit reluctantly, whatever price it takes to satisfy this goddess, especially when her advice gets him going again on a sure-fire script. However, this is not the limit of her help, she also gets the writer's wife (MacDowell) going on her own bakery enterprise, much to the chagrin of Brooks, who has already had to make many personal sacrifices for his own help.","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",2.857936,goddess trust happens screenwriter brooks loses edge turns anyone help even mythical zeuss daughter stone hes willing pay albeit reluctantly whatever price takes satisfy goddess especially advice gets going surefire script however limit help also gets writers wife macdowell going bakery enterprise much chagrin brooks already make many personal sacrifices help
2599,De-Lovely,,"From Paris to Venice to Broadway to Hollywood, the lives of Cole Porter and his wife, Linda were never less than glamorous and wildly unconventional. And though Cole's thirst for life strained their marriage, Linda never stopped being his muse, inspiring some of the greatest sons of the twentieth century.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",3.138118,paris venice broadway hollywood lives cole porter wife linda never less glamorous wildly unconventional though coles thirst life strained marriage linda never stopped muse inspiring greatest sons twentieth century
2600,New York Stories,"One city, three stories tall.","Three stories happening in New York. The first, by Scorsese, is about a painter who creates his works helped by high volume music and an attractive assistant; second, by Coppola, is about a rich and bold 12 years old who helps her separated parents to reconciliate; third, by Allen, is a witty piece of comedy about the impossibility of getting rid of the son's role.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.684096,one city three stories tall three stories happening new york first scorsese painter creates works helped high volume music attractive assistant second coppola rich bold 12 years old helps separated parents reconciliate third allen witty piece comedy impossibility getting rid sons role
2601,Barney's Great Adventure,,"Mom and dad dump son Cody, daughter Abby, her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain kids, and when a large colorful egg deposited on a farm by a shooting star is accidentally carted off, Barney and kids start their chase for it","[{""id"": 10751, ""name"": ""Family""}]",0.722911,mom dad dump son cody daughter abby best friend marcella baby farm grandpa grandma purple dinosaur barney soon appears entertain kids large colorful egg deposited farm shooting star accidentally carted barney kids start chase
2602,The Man with the Iron Fists,You can't spell Kung Fu without F and U!,"In feudal China, a blacksmith who makes weapons for a small village is put in the position where he must defend himself and his fellow villagers.","[{""id"": 28, ""name"": ""Action""}]",17.672021,cant spell kung fu without f u feudal china blacksmith makes weapons small village put position must defend fellow villagers
2603,Home Fries,A long shot romance in a short order world.,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3.033471,long shot romance short order world dorian angus chase womanizing stepfather helicopter frightening death effort cover tracks dorian begins investigating stepfathers mistress sally works fastfood drivethrough shes pregnant dorian quickly falls love unfortunately scheming mother wants sally dead sally isnt sure wants dorian childs father also brother
2604,Here On Earth,,A rich college kid is taught a lesson after a joy ride ends up destroying a country restaurant.,"[{""id"": 10749, ""name"": ""Romance""}]",3.313257,rich college kid taught lesson joy ride ends destroying country restaurant
2605,Brazil,It's only a state of mind.,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",41.089863,state mind lowlevel bureaucrat sam lowry escapes monotony daytoday life recurring daydream virtuous hero saving beautiful damsel investigating case led wrongful arrest eventual death innocent man instead wanted terrorist harry tuttle meets woman daydream trying help gets caught web mistaken identities mindless bureaucracy lies
2606,Raise Your Voice,Don't Hold Back ...Don't Give Up.,"Raise Your Voice is a coming-of-age story centered around a small-town singer, brokenhearted by the death of her brother in a car crash, who had secretly submitted her for a summer session at a performing arts academy in Los Angeles. In the performing arts academy, she experiences a whole new way of life in the big city, far from the small town lifestyle she's used to.","[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10.9071,dont hold back dont give raise voice comingofage story centered around smalltown singer brokenhearted death brother car crash secretly submitted summer session performing arts academy los angeles performing arts academy experiences whole new way life big city far small town lifestyle shes used
2607,The Big Lebowski,Times like these call for a Big Lebowski.,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",49.230089,times like call big lebowski jeffrey dude lebowski los angeles slacker wants bowl drink white russians mistaken another jeffrey lebowski wheelchairbound millionaire finds dragged strange series events involving nihilists adult film producers ferrets errant toes large sums money
2608,Black Snake Moan,To save his soul he must save hers.,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.","[{""id"": 18, ""name"": ""Drama""}]",11.429607,save soul must save godfearing bluesman takes wild young woman victim childhood sexual abuse looking everywhere love never quite finding
2609,Dark Blue,"1992, L.A is at boiling point. One cop's turning up the heat","Set during the Rodney King riots, a robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.373316,1992 la boiling point one cops turning heat set rodney king riots robbery homicide investigation triggers series events cause corrupt lapd officer question tactics
